userId,jobId,Clicks
4,349,82
4,356,33
4,357,59
4,364,87
4,367,93
4,380,51
4,410,25
4,431,8
4,434,89
4,435,88
4,440,74
4,442,8
4,464,92
4,480,58
4,541,69
4,588,26
4,589,44
4,590,19
4,594,6
4,596,71
4,610,85
4,616,57
4,858,27
4,903,22
4,910,4
4,913,4
4,919,99
4,1011,85
4,1016,38
4,1022,55
4,1028,29
4,1030,68
4,1031,63
4,1032,6
4,1033,63
4,1036,92
4,1073,39
4,1079,11
4,1089,13
4,1097,37
4,1125,46
4,1127,56
4,1136,69
4,1194,47
4,1196,28
4,1197,95
4,1198,23
4,1200,43
4,1206,57
4,1208,65
4,1210,27
4,1213,28
4,1214,36
4,1219,40
4,1220,28
4,1222,40
4,1225,1
4,1230,13
4,1240,81
4,1243,33
4,1257,25
4,1258,6
4,1259,33
4,1265,74
4,1270,14
4,1278,17
4,1282,95
4,1285,39
4,1288,21
4,1291,21
4,1298,54
4,1307,49
4,1332,22
4,1334,80
4,1344,15
4,1356,53
4,1371,87
4,1372,43
4,1374,25
4,1376,16
4,1377,9
4,1380,38
4,1387,7
4,1388,32
4,1396,37
4,1544,56
4,1580,83
4,1663,14
4,1674,79
4,1805,8
4,1858,14
4,1917,97
4,1918,47
4,1953,66
4,1954,23
4,1961,47
4,1967,15
4,1968,74
4,1994,84
4,2000,69
4,2002,72
4,2003,69
4,2005,63
4,2014,71
4,2018,64
4,2020,37
4,2021,99
4,2033,73
4,2034,100
4,2046,33
4,2054,9
4,2064,41
4,2078,23
4,2080,31
4,2081,81
4,2085,63
4,2086,23
4,2087,92
4,2091,5
4,2094,3
4,2096,47
4,2100,95
4,2102,98
4,2105,76
4,2109,93
4,2110,68
4,2114,68
4,2115,56
4,2124,67
4,2140,85
4,2141,23
4,2143,56
4,2144,7
4,2161,71
4,2174,21
4,2193,52
4,2194,71
4,2248,36
4,2263,69
4,2268,27
4,2289,37
4,2348,19
4,2371,50
4,2403,43
4,2406,31
4,2409,76
4,2454,5
4,2467,15
4,2551,1
4,2616,57
4,2628,57
4,2640,71
4,2659,54
4,2683,53
4,2699,5
4,2716,61
4,2723,71
4,2734,62
4,2770,82
4,2788,61
4,2791,15
4,2795,35
4,2797,26
4,2804,74
4,2822,86
4,2867,9
4,2872,21
4,2877,92
4,2902,3
4,2903,29
4,2916,98
4,2918,86
4,2968,70
4,2986,41
4,2987,82
4,2991,38
4,3016,56
4,3034,99
4,3039,73
4,3040,84
4,3060,21
4,3071,31
4,3101,44
4,3104,58
4,3108,31
4,3169,35
4,3208,96
4,3210,91
4,3251,19
4,3255,21
4,3263,22
4,3265,10
4,4006,53
5,3,95
5,39,55
5,104,93
5,141,19
5,150,36
5,231,21
5,277,94
5,344,85
5,356,36
5,364,16
5,367,23
5,377,67
5,440,99
5,500,98
5,586,36
5,588,98
5,595,52
5,597,20
5,788,10
5,858,83
5,903,70
5,919,1
5,1022,5
5,1035,39
5,1193,4
5,1221,13
5,1247,73
5,1307,43
5,1380,31
5,1393,0
5,1485,68
5,1544,2
5,1682,53
5,1721,46
5,1777,23
5,1784,59
5,1923,27
5,1961,53
5,1968,90
5,1997,94
5,2023,71
5,2081,72
5,2273,27
5,2294,48
5,2355,99
5,2424,27
5,2502,49
5,2683,12
5,2694,34
5,2706,70
5,2762,6
5,2770,12
5,2918,65
5,2997,87
5,3114,54
5,3176,33
5,3408,74
5,3753,38
5,3897,69
5,3948,99
5,4014,41
5,4018,7
5,4022,81
5,4025,25
5,4306,40
5,4308,36
5,4447,93
5,4718,41
5,4963,14
5,4995,61
5,5266,1
5,5299,51
5,5349,81
5,5464,25
5,5669,57
5,5679,37
5,5816,83
5,5995,42
5,6218,5
5,6373,98
5,6377,39
5,6502,29
5,6711,92
5,6942,76
5,8376,86
5,8464,80
5,8622,81
5,8636,85
5,8644,66
5,30707,67
5,30749,0
5,30793,59
5,33166,62
5,33679,3
5,34162,73
5,35836,11
5,40819,49
5,41566,8
5,41569,33
5,48385,5
6,111,81
6,158,10
6,173,63
6,293,70
6,596,23
6,903,93
6,1204,93
6,1250,71
6,1259,11
6,1276,100
6,1285,46
6,1358,48
6,1639,38
6,1687,3
6,1747,85
6,1876,48
6,1909,100
6,2001,77
6,2019,0
6,2072,1
6,2174,27
6,2502,71
6,2528,11
6,2529,40
6,2571,36
6,2657,75
6,2692,92
6,2723,9
6,2761,70
6,2890,3
6,3052,7
6,3114,22
6,3300,28
6,3751,97
6,4641,13
6,4975,13
6,5952,55
6,7090,74
6,7153,43
6,7361,36
6,8368,24
6,8636,1
6,8784,64
6,8874,38
7,1,87
7,10,35
7,21,79
7,31,71
7,34,41
7,40,99
7,104,57
7,110,57
7,112,97
7,141,72
7,151,58
7,198,86
7,207,69
7,260,72
7,272,59
7,316,22
7,318,5
7,329,7
7,333,83
7,345,86
7,355,97
7,356,25
7,357,3
7,364,39
7,367,87
7,377,18
7,380,90
7,480,36
7,500,56
7,534,61
7,539,6
7,541,33
7,551,67
7,588,55
7,589,3
7,590,96
7,592,15
7,594,9
7,595,8
7,610,24
7,671,58
7,708,49
7,720,16
7,724,76
7,736,8
7,737,11
7,745,1
7,780,63
7,786,74
7,924,36
7,1036,61
7,1073,54
7,1079,99
7,1080,27
7,1097,10
7,1125,1
7,1129,84
7,1136,55
7,1148,90
7,1196,88
7,1197,17
7,1198,95
7,1210,77
7,1220,47
7,1223,21
7,1225,24
7,1231,3
7,1240,69
7,1242,88
7,1270,75
7,1275,35
7,1278,49
7,1287,41
7,1288,57
7,1291,41
7,1298,30
7,1302,100
7,1307,9
7,1353,49
7,1371,42
7,1372,87
7,1373,24
7,1374,32
7,1375,44
7,1376,92
7,1394,96
7,1405,47
7,1408,11
8,32,33
8,45,12
8,47,72
8,50,90
8,110,50
8,260,29
8,282,13
8,296,59
8,318,32
8,356,4
8,457,62
8,520,70
8,524,100
8,527,28
8,543,6
8,589,84
8,593,90
8,628,15
8,805,45
8,858,79
8,1196,26
8,1197,24
8,1198,72
8,1210,53
8,1219,2
8,1225,26
8,1258,0
8,1259,23
8,1265,94
8,1270,25
8,1291,75
8,1302,14
8,1358,19
8,1387,84
8,1393,92
8,1500,71
8,1552,90
8,1617,87
8,1625,68
8,1674,78
8,1704,4
8,1754,58
8,1777,90
8,1876,23
8,1961,92
8,2028,18
8,2100,78
8,2139,78
8,2194,18
8,2302,69
8,2324,95
8,2329,14
8,2353,16
8,2423,17
8,2502,78
8,2571,63
8,2716,87
8,2762,85
8,2770,58
8,2791,96
8,2797,3
8,2804,50
8,2841,53
8,2858,64
8,2918,38
8,2959,49
8,3147,37
8,3578,36
8,3916,22
8,3948,77
8,3996,11
8,4011,58
8,4019,56
8,4034,12
8,4226,10
8,4262,28
8,4448,56
8,4886,25
8,4896,90
8,4963,96
8,4973,54
8,4993,79
8,4995,66
8,5064,41
8,5378,34
8,5445,34
8,5464,31
8,5630,13
8,5650,1
8,5669,87
8,5952,1
8,5989,25
8,6377,44
8,6378,77
8,6870,79
8,6874,58
8,6879,8
8,7143,59
8,7153,85
8,7361,55
8,7438,28
8,8533,31
8,8784,55
8,8873,80
8,8874,74
8,32587,4
8,33166,43
8,33493,64
8,33794,84
8,34162,74
8,40583,79
8,40819,27
8,42007,3
8,43556,54
8,43871,5
8,44004,81
9,1,81
9,17,41
9,26,94
9,36,10
9,47,23
9,318,44
9,497,67
9,515,27
9,527,98
9,534,78
9,593,38
9,608,28
9,733,66
9,1059,96
9,1177,52
9,1357,11
9,1358,87
9,1411,78
9,1541,37
9,1584,71
9,1680,86
9,1682,68
9,1704,91
9,1721,41
9,1784,15
9,2028,96
9,2125,47
9,2140,18
9,2249,4
9,2268,21
9,2273,97
9,2278,61
9,2291,50
9,2294,90
9,2302,53
9,2391,81
9,2396,18
9,2427,31
9,2490,50
9,2501,97
9,2539,0
9,2571,6
9,2628,76
9,2762,39
9,2857,60
10,50,57
10,152,11
10,318,50
10,344,86
10,345,20
10,592,17
10,735,9
10,1036,69
10,1089,63
10,1101,3
10,1127,30
10,1196,72
10,1197,93
10,1198,7
10,1200,33
10,1210,20
10,1220,29
10,1240,84
10,1291,74
10,1358,100
10,1423,10
10,1459,17
10,1499,44
10,1611,1
10,1690,6
10,1704,19
10,1719,47
10,1887,55
10,1923,5
10,2108,25
10,2344,38
10,2406,100
10,2410,27
10,2539,18
10,2571,18
10,2826,44
10,2827,49
10,2840,85
10,2841,22
10,2881,8
10,2890,66
10,2907,24
10,2926,56
10,2995,30
10,3005,96
10,3019,39
11,50,67
11,70,22
11,126,19
11,169,52
11,296,67
11,778,16
11,785,97
11,923,40
11,1027,16
11,1201,25
11,1408,5
11,1918,99
11,2042,77
11,2596,5
11,2762,52
11,3424,61
11,5669,45
11,6598,84
11,26614,62
11,48516,93
11,51084,81
11,58295,62
11,71211,70
11,77455,0
11,79132,49
11,80489,56
11,80906,27
11,81158,64
11,81562,33
11,88129,42
11,91500,37
11,91529,18
11,91548,13
11,96079,27
11,96861,45
11,97938,23
11,104841,29
11,106487,10
12,253,95
12,529,3
12,538,9
12,608,21
12,673,26
12,736,43
12,737,8
12,1028,25
12,1032,43
12,1077,15
12,1197,31
12,1215,19
12,1220,33
12,1230,16
12,1235,20
12,1295,15
12,1374,19
12,1387,32
12,1639,97
12,1732,57
12,2259,36
12,2355,58
12,2460,1
12,2529,32
12,2668,46
12,2959,24
12,3146,42
12,3148,1
12,3176,43
12,3179,53
12,3298,48
12,3324,69
12,3408,27
12,3474,66
12,3770,20
12,3773,81
12,3780,18
12,3791,28
12,3793,6
12,3794,83
12,3798,40
12,3799,98
12,3801,0
12,3809,24
12,3825,74
12,3827,31
12,3829,8
12,3831,31
12,3841,80
12,3844,30
12,3861,14
12,3863,89
12,3864,6
12,3865,32
12,3869,90
12,3871,5
12,3873,35
12,3879,100
12,3885,51
12,3886,55
12,6184,90
13,1,97
13,47,57
13,110,65
13,277,78
13,296,9
13,318,58
13,356,75
13,362,93
13,480,79
13,524,20
13,527,48
13,531,46
13,587,34
13,590,91
13,914,8
13,919,33
13,1027,94
13,1259,64
13,1265,85
13,1918,18
13,1961,100
13,2355,65
13,2571,18
13,2572,97
13,2761,19
13,2762,51
13,2804,87
13,2908,52
13,2918,84
13,3114,66
13,3147,84
13,3255,17
13,3396,44
13,3624,91
13,4306,66
13,4310,94
13,4321,71
13,4718,24
13,4878,71
13,4886,82
13,4993,2
13,5989,86
13,6377,97
13,7361,78
13,7502,48
13,54286,100
13,58559,58
13,64614,43
13,69757,49
13,78499,36
13,81834,41
13,88125,60
13,93363,26
14,594,70
14,1196,26
14,1721,55
14,2038,19
14,2355,1
14,2394,68
14,2628,20
14,2683,15
14,2716,44
14,2720,77
14,2724,94
14,2861,18
14,3114,0
14,3157,4
14,3175,39
14,3354,2
14,3623,60
14,3751,48
14,3986,57
14,3988,25
15,1,91
15,2,98
15,5,35
15,6,24
15,10,8
15,11,85
15,14,51
15,16,46
15,17,42
15,19,17
15,21,51
15,22,95
15,25,67
15,32,36
15,34,81
15,36,31
15,39,30
15,44,9
15,47,15
15,50,90
15,52,33
15,62,10
15,70,90
15,82,66
15,94,100
15,95,38
15,101,99
15,104,82
15,107,58
15,110,33
15,111,81
15,112,71
15,123,0
15,125,35
15,145,96
15,149,95
15,150,52
15,153,60
15,157,71
15,160,81
15,161,95
15,162,54
15,163,74
15,164,73
15,165,4
15,170,11
15,172,62
15,175,72
15,176,71
15,180,57
15,185,31
15,193,40
15,196,49
15,198,94
15,208,68
15,214,63
15,215,19
15,216,29
15,223,92
15,225,71
15,230,64
15,231,73
15,232,18
15,233,58
15,235,2
15,237,90
15,246,99
15,247,63
15,252,70
15,253,61
15,260,0
15,265,33
15,288,65
15,292,23
15,293,21
15,296,2
15,300,59
15,306,46
15,307,28
15,308,0
15,316,6
15,317,68
15,318,18
15,322,96
15,329,90
15,335,17
15,339,51
15,342,36
15,344,37
15,349,73
15,353,14
15,355,82
15,356,93
15,357,92
15,364,69
15,367,95
15,370,10
15,371,90
15,372,87
15,373,54
15,377,52
15,380,97
15,382,92
15,429,24
15,431,87
15,434,76
15,435,3
15,440,24
15,441,23
15,442,34
15,454,22
15,457,18
15,466,5
15,471,12
15,474,55
15,480,80
15,481,25
15,483,43
15,485,89
15,494,3
15,500,74
15,508,31
15,509,58
15,520,16
15,524,17
15,527,38
15,535,68
15,539,59
15,540,79
15,541,99
15,543,71
15,549,12
15,551,66
15,555,78
15,556,41
15,562,93
15,574,97
15,586,23
15,587,41
15,588,40
15,589,11
15,590,75
15,592,73
15,593,48
15,594,78
15,597,90
15,608,26
15,610,73
15,628,57
15,647,44
15,648,89
15,663,50
15,665,40
15,674,22
15,680,69
15,708,85
15,720,74
15,724,18
15,733,27
15,736,10
15,745,64
15,748,49
15,750,13
15,762,19
15,778,28
15,780,15
15,784,55
15,785,32
15,786,51
15,788,90
15,799,59
15,800,57
15,802,36
15,803,57
15,804,92
15,832,93
15,836,79
15,851,68
15,858,74
15,866,40
15,899,58
15,903,42
15,904,53
15,908,42
15,909,1
15,910,68
15,911,76
15,912,77
15,913,97
15,914,83
15,916,95
15,919,92
15,920,90
15,922,15
15,923,15
15,924,6
15,926,30
15,931,82
15,953,20
15,994,15
15,1020,41
15,1035,60
15,1036,8
15,1041,30
15,1047,78
15,1059,22
15,1060,86
15,1073,22
15,1079,37
15,1084,49
15,1088,4
15,1089,96
15,1092,66
15,1093,77
15,1094,3
15,1095,12
15,1097,6
15,1100,48
15,1101,95
15,1120,3
15,1127,36
15,1131,29
15,1136,92
15,1147,5
15,1148,75
15,1171,97
15,1173,40
15,1176,73
15,1178,21
15,1179,78
15,1183,74
15,1186,93
15,1189,66
15,1193,69
15,1196,71
15,1197,8
15,1198,46
15,1199,28
15,1200,73
15,1201,48
15,1203,66
15,1204,100
15,1206,62
15,1207,25
15,1208,60
15,1209,45
15,1210,87
15,1211,94
15,1212,6
15,1213,68
15,1214,91
15,1215,31
15,1217,45
15,1218,30
15,1219,34
15,1220,93
15,1221,99
15,1222,22
15,1223,37
15,1225,34
15,1228,100
15,1230,51
15,1231,39
15,1233,80
15,1234,22
15,1235,52
15,1240,97
15,1243,79
15,1244,77
15,1246,98
15,1247,5
15,1248,69
15,1249,47
15,1250,55
15,1251,54
15,1252,9
15,1254,82
15,1258,38
15,1259,80
15,1260,31
15,1262,0
15,1263,4
15,1264,5
15,1265,37
15,1266,9
15,1267,71
15,1270,61
15,1272,85
15,1276,95
15,1280,57
15,1281,77
15,1283,40
15,1284,18
15,1287,57
15,1288,15
15,1289,67
15,1290,44
15,1291,50
15,1293,9
15,1297,22
15,1302,7
15,1303,15
15,1304,37
15,1307,77
15,1320,68
15,1333,22
15,1334,22
15,1339,58
15,1342,36
15,1356,95
15,1358,95
15,1361,1
15,1370,20
15,1377,62
15,1380,78
15,1385,29
15,1387,35
15,1391,93
15,1393,56
15,1394,27
15,1396,51
15,1405,100
15,1407,87
15,1449,27
15,1464,83
15,1466,75
15,1476,13
15,1479,67
15,1483,58
15,1484,31
15,1485,69
15,1500,25
15,1502,21
15,1503,96
15,1513,75
15,1517,54
15,1527,94
15,1529,47
15,1544,53
15,1546,48
15,1552,63
15,1556,6
15,1562,82
15,1569,9
15,1573,27
15,1580,16
15,1584,31
15,1589,37
15,1597,2
15,1608,36
15,1610,46
15,1615,9
15,1616,15
15,1617,58
15,1625,28
15,1635,8
15,1639,99
15,1644,16
15,1645,56
15,1649,19
15,1653,39
15,1663,45
15,1673,46
15,1676,1
15,1680,18
15,1682,82
15,1689,4
15,1690,21
15,1694,76
15,1704,57
15,1717,28
15,1719,2
15,1721,21
15,1722,98
15,1729,76
15,1732,49
15,1735,1
15,1747,35
15,1748,82
15,1752,81
15,1753,76
15,1754,63
15,1777,79
15,1779,56
15,1784,19
15,1792,45
15,1805,10
15,1807,26
15,1810,70
15,1816,35
15,1827,30
15,1831,84
15,1834,23
15,1836,39
15,1845,34
15,1859,95
15,1860,80
15,1862,76
15,1876,0
15,1882,12
15,1883,17
15,1889,77
15,1895,28
15,1897,12
15,1904,33
15,1909,54
15,1912,79
15,1914,20
15,1917,7
15,1921,20
15,1923,35
15,1945,63
15,1950,43
15,1952,26
15,1953,90
15,1954,12
15,1955,74
15,1956,15
15,1961,44
15,1962,21
15,1964,54
15,1968,12
15,1994,53
15,1997,61
15,2000,9
15,2003,7
15,2005,99
15,2006,85
15,2010,58
15,2011,13
15,2012,92
15,2018,18
15,2019,53
15,2020,5
15,2025,21
15,2028,73
15,2041,62
15,2054,55
15,2058,57
15,2060,33
15,2064,3
15,2076,3
15,2100,76
15,2105,57
15,2108,56
15,2115,44
15,2124,10
15,2126,61
15,2133,94
15,2134,42
15,2140,99
15,2145,28
15,2150,32
15,2160,32
15,2161,72
15,2167,95
15,2174,15
15,2186,30
15,2194,12
15,2231,38
15,2232,53
15,2243,36
15,2248,35
15,2268,29
15,2269,27
15,2273,1
15,2278,7
15,2282,32
15,2288,23
15,2289,46
15,2291,31
15,2294,47
15,2302,87
15,2303,55
15,2311,84
15,2313,16
15,2318,9
15,2321,67
15,2324,64
15,2329,3
15,2333,16
15,2334,87
15,2336,96
15,2340,48
15,2351,82
15,2353,76
15,2355,64
15,2357,99
15,2360,11
15,2366,67
15,2369,84
15,2371,1
15,2378,18
15,2387,97
15,2391,43
15,2395,59
15,2396,58
15,2405,97
15,2406,82
15,2407,22
15,2413,32
15,2424,57
15,2427,99
15,2428,80
15,2439,41
15,2447,24
15,2455,58
15,2467,86
15,2478,8
15,2490,14
15,2501,91
15,2502,53
15,2505,72
15,2528,29
15,2539,38
15,2541,32
15,2542,42
15,2560,55
15,2568,72
15,2571,26
15,2572,83
15,2574,0
15,2575,86
15,2579,5
15,2580,69
15,2581,87
15,2585,15
15,2594,60
15,2598,44
15,2599,72
15,2600,29
15,2605,20
15,2617,53
15,2624,82
15,2628,28
15,2640,14
15,2648,10
15,2657,26
15,2671,76
15,2678,19
15,2683,89
15,2686,34
15,2692,8
15,2699,70
15,2700,46
15,2701,32
15,2702,5
15,2706,47
15,2707,62
15,2709,33
15,2710,35
15,2712,65
15,2713,6
15,2716,86
15,2717,8
15,2718,44
15,2722,21
15,2723,47
15,2726,95
15,2729,87
15,2759,12
15,2761,74
15,2762,41
15,2763,20
15,2769,43
15,2770,43
15,2791,77
15,2795,85
15,2797,2
15,2803,19
15,2819,45
15,2840,59
15,2841,72
15,2858,15
15,2871,88
15,2881,52
15,2890,97
15,2905,52
15,2908,81
15,2912,23
15,2915,97
15,2916,65
15,2918,36
15,2925,33
15,2947,79
15,2949,80
15,2952,84
15,2959,71
15,2973,70
15,2976,57
15,2983,86
15,2985,90
15,2987,0
15,2990,14
15,2993,73
15,2997,61
15,3000,10
15,3004,14
15,3005,20
15,3006,5
15,3007,92
15,3008,62
15,3010,30
15,3019,9
15,3020,92
15,3030,98
15,3033,66
15,3039,0
15,3044,30
15,3052,5
15,3060,1
15,3077,85
15,3081,27
15,3082,67
15,3083,98
15,3089,21
15,3101,2
15,3104,28
15,3107,2
15,3108,47
15,3113,66
15,3114,72
15,3128,43
15,3129,59
15,3134,51
15,3146,90
15,3147,4
15,3148,37
15,3150,20
15,3152,17
15,3157,96
15,3160,1
15,3168,79
15,3173,17
15,3174,32
15,3175,44
15,3176,89
15,3181,48
15,3182,91
15,3185,50
15,3210,83
15,3219,46
15,3225,16
15,3246,52
15,3250,53
15,3253,22
15,3255,82
15,3256,62
15,3261,71
15,3262,35
15,3265,26
15,3266,2
15,3267,4
15,3272,96
15,3273,48
15,3275,80
15,3285,56
15,3286,44
15,3298,49
15,3300,2
15,3301,83
15,3307,97
15,3316,70
15,3317,38
15,3318,63
15,3320,86
15,3328,0
15,3358,24
15,3361,43
15,3362,64
15,3386,26
15,3390,33
15,3408,38
15,3409,2
15,3418,6
15,3421,14
15,3429,26
15,3435,2
15,3448,33
15,3461,74
15,3462,55
15,3471,32
15,3476,77
15,3477,71
15,3481,56
15,3484,37
15,3489,91
15,3499,68
15,3504,86
15,3505,21
15,3510,63
15,3512,26
15,3527,39
15,3534,9
15,3535,71
15,3536,47
15,3538,4
15,3543,53
15,3552,75
15,3555,36
15,3556,61
15,3566,24
15,3569,28
15,3571,30
15,3577,69
15,3578,18
15,3598,52
15,3617,16
15,3618,11
15,3623,78
15,3624,4
15,3626,18
15,3633,72
15,3634,1
15,3635,40
15,3638,27
15,3639,48
15,3671,2
15,3683,30
15,3707,68
15,3717,37
15,3728,0
15,3730,32
15,3735,89
15,3742,24
15,3745,95
15,3747,10
15,3751,32
15,3752,21
15,3755,8
15,3763,28
15,3783,61
15,3785,77
15,3786,98
15,3787,40
15,3788,65
15,3793,72
15,3794,92
15,3798,67
15,3800,30
15,3801,13
15,3823,95
15,3825,32
15,3826,38
15,3827,35
15,3852,65
15,3854,40
15,3861,22
15,3863,28
15,3868,2
15,3882,39
15,3892,31
15,3893,55
15,3896,36
15,3897,51
15,3910,27
15,3911,28
15,3915,49
15,3943,39
15,3948,91
15,3949,95
15,3952,35
15,3956,97
15,3967,75
15,3968,72
15,3969,25
15,3977,69
15,3979,59
15,3981,98
15,3983,71
15,3984,15
15,3986,88
15,3987,40
15,3988,14
15,3989,81
15,3990,38
15,3993,41
15,3994,64
15,3996,19
15,3998,17
15,3999,18
15,4005,47
15,4006,12
15,4007,21
15,4010,22
15,4011,53
15,4014,28
15,4015,81
15,4017,12
15,4018,19
15,4019,2
15,4020,29
15,4021,97
15,4022,86
15,4023,18
15,4025,35
15,4027,17
15,4029,84
15,4030,39
15,4033,57
15,4034,8
15,4036,4
15,4037,96
15,4052,3
15,4055,98
15,4056,28
15,4066,42
15,4079,8
15,4082,4
15,4085,75
15,4121,79
15,4144,41
15,4148,72
15,4149,6
15,4158,37
15,4161,30
15,4167,20
15,4168,52
15,4210,76
15,4223,72
15,4225,24
15,4226,7
15,4232,52
15,4235,30
15,4238,79
15,4239,78
15,4246,84
15,4247,83
15,4262,63
15,4270,47
15,4271,32
15,4299,68
15,4302,19
15,4306,81
15,4308,38
15,4310,66
15,4321,41
15,4322,48
15,4343,31
15,4344,32
15,4351,62
15,4361,72
15,4367,93
15,4369,11
15,4370,86
15,4372,52
15,4378,43
15,4380,28
15,4381,50
15,4383,89
15,4386,48
15,4388,70
15,4410,88
15,4446,45
15,4447,25
15,4448,99
15,4450,66
15,4451,71
15,4489,55
15,4546,47
15,4571,36
15,4621,37
15,4623,22
15,4638,55
15,4639,79
15,4641,87
15,4642,81
15,4643,63
15,4654,0
15,4658,5
15,4666,54
15,4675,39
15,4678,26
15,4679,74
15,4700,94
15,4701,28
15,4713,53
15,4718,59
15,4719,9
15,4720,77
15,4723,47
15,4727,82
15,4728,32
15,4731,70
15,4734,93
15,4738,87
15,4744,81
15,4776,81
15,4816,86
15,4823,35
15,4844,27
15,4848,93
15,4873,55
15,4878,5
15,4881,42
15,4886,99
15,4888,26
15,4890,62
15,4896,82
15,4901,17
15,4902,35
15,4903,4
15,4914,62
15,4958,54
15,4963,33
15,4973,26
15,4974,22
15,4975,42
15,4979,53
15,4992,24
15,4993,25
15,4995,67
15,5000,12
15,5008,80
15,5010,56
15,5013,57
15,5015,73
15,5026,39
15,5060,85
15,5066,84
15,5071,26
15,5074,46
15,5075,35
15,5110,12
15,5120,89
15,5128,33
15,5135,53
15,5170,71
15,5171,47
15,5218,84
15,5219,27
15,5220,52
15,5222,25
15,5225,38
15,5254,20
15,5266,81
15,5269,23
15,5279,47
15,5283,27
15,5291,81
15,5293,24
15,5296,96
15,5298,4
15,5299,56
15,5308,22
15,5313,84
15,5319,16
15,5339,13
15,5346,73
15,5349,4
15,5363,70
15,5364,100
15,5377,34
15,5378,97
15,5388,26
15,5391,52
15,5400,19
15,5410,25
15,5416,29
15,5418,77
15,5419,88
15,5444,54
15,5445,0
15,5449,100
15,5458,61
15,5459,20
15,5463,5
15,5464,61
15,5477,92
15,5478,100
15,5481,100
15,5500,89
15,5502,43
15,5504,10
15,5507,64
15,5508,81
15,5515,95
15,5524,4
15,5528,1
15,5541,55
15,5553,51
15,5568,95
15,5577,5
15,5617,47
15,5618,60
15,5620,11
15,5630,95
15,5650,61
15,5662,7
15,5669,38
15,5673,94
15,5679,71
15,5791,53
15,5792,7
15,5809,42
15,5816,44
15,5872,59
15,5878,46
15,5893,41
15,5902,10
15,5903,99
15,5909,15
15,5945,31
15,5952,74
15,5954,2
15,5956,87
15,5957,77
15,5959,35
15,5968,5
15,5989,9
15,5991,8
15,5995,61
15,6003,49
15,6016,52
15,6025,17
15,6037,41
15,6059,32
15,6155,22
15,6157,53
15,6180,9
15,6188,75
15,6203,45
15,6218,91
15,6271,83
15,6281,98
15,6283,18
15,6287,23
15,6296,35
15,6299,67
15,6303,15
15,6327,34
15,6331,68
15,6333,54
15,6365,74
15,6373,87
15,6377,50
15,6378,61
15,6380,0
15,6385,75
15,6433,39
15,6440,59
15,6442,87
15,6464,33
15,6502,72
15,6503,9
15,6534,59
15,6537,35
15,6539,37
15,6547,52
15,6552,61
15,6586,24
15,6593,20
15,6620,39
15,6641,20
15,6650,100
15,6708,45
15,6711,46
15,6754,37
15,6773,4
15,6783,22
15,6787,15
15,6816,93
15,6820,18
15,6863,10
15,6867,86
15,6870,75
15,6873,22
15,6874,37
15,6875,12
15,6879,65
15,6885,55
15,6932,6
15,6934,17
15,6936,24
15,6942,58
15,6944,65
15,6947,69
15,6953,50
15,6957,70
15,6961,32
15,6975,6
15,6978,71
15,6979,77
15,6989,47
15,7003,69
15,7004,74
15,7008,64
15,7010,48
15,7028,24
15,7034,35
15,7090,28
15,7123,91
15,7132,70
15,7143,93
15,7147,80
15,7153,67
15,7156,70
15,7162,21
15,7173,36
15,7199,95
15,7254,91
15,7265,13
15,7293,37
